Date,Category,Description,Amount
20/08/2017 20:58:05,Transportation,Dadar West to siddhivinayak,25.0
20/08/2017 20:57:31,Transportation,2 Place 0 to dadar return,60.0
20/08/2017 20:57:08,Transportation,2 Current Residence to Place 0,30.0
20/08/2017 09:37:13,Apparel,clothes ironing : Rs 6 per item,48.0
20/08/2017 00:08:12,Other,Mobile cover moto G5 plus,239.0
20/08/2017 00:07:49,Household,Foldable wardrobe,569.0
19/08/2017 11:50:16,Household,2 locks for bags,60.0
19/08/2017 11:49:46,Household,Colgate max fresh small,20.0
19/08/2017 11:49:24,Household,Dettol sanitizer,45.0
19/08/2017 11:48:49,subscription,Current Residence - Tata Play recharge,217.0
18/08/2017 15:33:07,Family,,100.0
17/08/2017 23:22:21,maid,,1020.0
17/08/2017 19:38:57,Household,Sugar 1kg Rs.55 + shengdana Rs.33,88.0
17/08/2017 19:36:33,Food,2 Bhaji pav + 1 vadapav,45.0
15/08/2017 19:36:01,Household,Wifi Router TP link,1400.0
15/08/2017 12:51:45,Food,1.5 lit milk ,99.0
14/08/2017 20:03:33,Household,Steam machine,320.0
14/08/2017 11:44:04,Household,Biscuits+ onions,112.0
12/8/2017,Festivals,Ganpati+ navratri vargani,800.0
12/8/2017,Transportation,2 Place 2 to Place 1 - Shree Sharma Travels,1665.0
11/8/2017,Gift,Rakshabandhan ovalini,500.0
11/8/2017,Transportation,2 CD to Place 1: shivshahi,470.0
11/8/2017,Transportation,within city,100.0
11/8/2017,Transportation,2 Place 1 to VN,330.0
11/8/2017,Transportation,Current Residence to Place 1 bus stop highway,60.0
10/8/2017,Household,Dahi (42) + Vanilla essance (34),76.0
10/8/2017,Food,milk 1lit ,66.0
10/8/2017,Gpay Reward,,3.0
10/8/2017,Equity Mutual Fund F,,1000.0
9/8/2017,Gpay Reward,,6.0
9/8/2017,Household,Dettol liquid handwash refill,218.0
9/8/2017,Health,Move jel,125.0
8/8/2017,Tourism,Tours and Travel,43000.0
8/8/2017,Food,milk 1lit ,66.0
7/8/2017,Gpay Reward,,6.0
7/8/2017,Family,,5000.0
7/8/2017,Food,Half lit  milk,33.0
7/8/2017,Equity Mutual Fund E,,1000.0
6/8/2017,Gpay Reward,,6.0
6/8/2017,Health,Vicks VapoRub,22.0
6/8/2017,subscription,,170.0
6/8/2017,Household,,302.0
6/8/2017,Food,krack Jack biscuits,5.0
6/8/2017,Food,5 chapati,25.0
5/8/2017,Gift,Purse on occasion of Rakshabandhan,909.0
5/8/2017,Gift,Purse on occasion of Rakshabandhan,1145.0
5/8/2017,Apparel,Family's dresses,989.0
5/8/2017,Health,Cinarest,27.0
5/8/2017,Family,Change,100.0
5/8/2017,Health,Medical tests - Family,6190.0
5/8/2017,Equity Mutual Fund A,,1000.0
4/8/2017,Gpay Reward,,11.0
4/8/2017,subscription,Family Mobile Service Provider recharge,2999.0
4/8/2017,Food,milk 1lit ,68.0
3/8/2017,subscription,,170.0
2/8/2017,subscription,,2700.0
2/8/2017,Food,Maggie 1 pck,14.0
2/8/2017,Food,milk 1lit ,66.0
1/8/2017,Apparel,Myntra - tshirt+ denim shorts,399.0
1/8/2017,Health,4 paracetamol tablets,10.0
1/8/2017,Recurring Deposit,,1000.0
1/8/2017,Recurring Deposit,,1000.0
1/8/2017,Money transfer,,10000.0
1/8/2017,Public Provident Fund,,10000.0
31/07/2017 21:14:52,Food,Catering Service:Chicken masala (90)+2 chapati (10),100.0
31/07/2017 12:12:39,Transportation,ola auto - Current Residence to McD,65.0
31/07/2017 09:51:59,Food,4 eggs,22.0
30/07/2017 21:33:27,Gpay Reward,,6.0
30/07/2017 21:33:27,Food,Dahi 2 packets,20.0
30/07/2017 21:33:27,Transportation,2 Neeta travels : Place A to pune,895.0
30/07/2017 15:38:49,Household,Laptop repair,1000.0
30/07/2017 15:36:42,Household,Laptop repair ( 128gb SSD rs 2200+ 500gb HDD Rs.1800 + Msoffice+ windows),3000.0
30/07/2017 14:20:18,Food,Chicken roll kasha,100.0
30/07/2017 14:19:42,Transportation,Place 0 to Place 4 return,20.0
30/07/2017 07:48:51,Salary,From workplace ,61578.0
29/07/2017 13:30:49,Food,milk 1lit ,64.0
29/07/2017 13:30:49,Health,Hospital consultation,556.0
29/07/2017 09:48:55,Transportation,ola auto - Current Residence to hospital Place 6,97.0
28/07/2017 16:20:14,Transportation,2 Place 0 to Current Residence,30.0
28/07/2017 15:25:34,Health,Hospital consultation,167.0
28/07/2017 11:31:24,Health,Hospital consultation,3050.0
28/07/2017 11:31:02,Transportation,2 Place 0 to Place 6 return,20.0
28/07/2017 11:30:45,Transportation,2 Current Residence to Place 0,30.0
27/07/2017 20:33:23,Food,Non veg overloaded pizza,215.0
27/07/2017 20:05:23,Food,Chicken lollypop 4 pcs,203.0
27/07/2017 06:05:30,Household,Distilled water refill Inverter (Rs.100 given by Family),200.0
27/07/2017 05:40:08,Maturity amount,RD2 matured,40326.0
27/07/2017 05:39:02,Maturity amount,RD1 matured,40326.0
26/07/2017 19:31:06,Tax refund,,19350.0
25/07/2017 19:31:06,Tourism,Tours and Travel,20000.0
24/07/2017 21:52:22,Food,Garlic bread + periperi masala fries,248.0
24/07/2017 10:04:20,Food,4 eggs,22.0
24/07/2017 10:03:43,Food,milk 1lit ,64.0
23/07/2017 16:02:41,Household,For tata sky installation (100 rs given by Family ),200.0
23/07/2017 15:57:31,Household,Tata sky STB (1299)+ 1 month recharge (226)+ extra wire 45meters(540),2065.0
23/07/2017 12:30:28,Food,Amul butter,52.0
22/07/2017 14:55:35,Food,milk 1lit ,64.0
21/07/2017 13:36:14,Equity Mutual Fund C,,1000.0
21/07/2017 13:16:01,Other,CA  - income tax filing,1000.0
21/07/2017 08:46:09,Food,Half lit  milk,33.0
20/07/2017 19:32:11,Food,,88.0
20/07/2017 19:31:37,Food,Puri packet of 50 pcs,50.0
20/07/2017 15:14:48,subscription,Annual recharge,2545.0
20/07/2017 12:03:16,Food,Half lit  milk,32.0
19/07/2017 08:44:38,Food,4 eggs,22.0
19/07/2017 08:44:20,Food,Half lit  milk,32.0
18/07/2017 21:44:59,Food,Thumbs up 250ml,20.0
18/07/2017 21:44:29,Food,5 litres can,70.0
18/07/2017 21:02:27,Food,Gehu 3 kg Rs21 + bajari 1kg Rs 7 + dal 1.5 kg Rs15,43.0
18/07/2017 21:00:34,Food,potato 1kg,35.0
18/07/2017 20:59:33,Household,Pakad,240.0
18/07/2017 20:58:55,Household,Umbrella,540.0
18/07/2017 20:58:13,Other,Hari oil depo coupon,25.0
18/07/2017 20:55:35,Food,onion 2.5 kg,55.0
17/07/2017 22:16:39,Transportation,2 Place 0 to Current Residence,30.0
17/07/2017 22:16:02,Apparel,9 clothes ironing,63.0
17/07/2017 16:53:08,Food,Lemon tea,60.0
17/07/2017 16:21:41,Food,1 dal makhani rice(200)+ 1 chicken tikka rice(220)+chocolate pastry (120),540.0
17/07/2017 12:58:38,Transportation,2 Place 0 to TB returns,40.0
15/07/2017 19:01:54,Food,Gupta bhel,25.0
15/07/2017 13:07:28,Food,Half lit  milk,32.0
14/07/2017 20:01:33,Food,chocobar,15.0
12/7/2017,Gpay Reward,reward Gpay,6.0
12/7/2017,Equity Mutual Fund B,,100000.0
12/7/2017,Gift,farewell contribution,500.0
12/7/2017,Food,milk 1lit ,64.0
11/7/2017,Food,chocobar,15.0
11/7/2017,Education,Black Ball pen,10.0
11/7/2017,Family,,5000.0
11/7/2017,Other,Gift from inlaws,20000.0
11/7/2017,Family,,1500.0
10/7/2017,Food,2 packets,50.0
10/7/2017,Equity Mutual Fund F,,1000.0
9/7/2017,Household,,2923.0
9/7/2017,Food,sugarcane juice,20.0
9/7/2017,Food,Vadapav,20.0
9/7/2017,Transportation,2 Place 3m to Mumbai vidyapeeth,12.0
9/7/2017,Transportation,2 Place 0 to Place 3 returns,80.0
9/7/2017,Transportation,2 Current Residence to Place 0,30.0
8/7/2017,Food,Pizza base packet - Patil dairy,30.0
8/7/2017,Food,4 eggs,26.0
8/7/2017,Food,milk 1lit ,64.0
7/7/2017,Equity Mutual Fund E,,1000.0
6/7/2017,Equity Mutual Fund E,Lumpsum,50000.0
5/7/2017,Food,Paneer mutter Rs.90+ 5 chapati Rs.25,115.0
5/7/2017,Food,2 Kg Onion 30/kg + 1 kg Potato 30/kg + Parle Biscuit Rs 10,100.0
5/7/2017,Food,veg fried rice 1 full,180.0
5/7/2017,Equity Mutual Fund A,Lumpsum,50000.0
5/7/2017,Equity Mutual Fund F,Lumpsum,50000.0
5/7/2017,Food,Catering Service (1 bhaji 30 + 3 chapti 15),45.0
5/7/2017,Equity Mutual Fund A,,1000.0
4/7/2017,Food,Dalich peeth pav kg,25.0
4/7/2017,subscription,,2700.0
4/7/2017,Transportation,Place 1 bridge to Current Residence 2 seats,60.0
4/7/2017,Food,,35.0
4/7/2017,Food,milk 1lit ,64.0
3/7/2017,Other,Devi Temple,5.0
3/7/2017,subscription,,170.0
2/7/2017,Food,7 mava kulfie,140.0
1/7/2017,Saving Bank account 2,,100.0
1/7/2017,Transportation,2 Place 2 to Place 1 - Shree Sharma Travels,1711.0
1/7/2017,Recurring Deposit,,1000.0
1/7/2017,Recurring Deposit,,1000.0
1/7/2017,Money transfer,,10000.0
1/7/2017,Public Provident Fund,,10000.0
30/06/2017 08:43:56,Gift,Forrest essential perfume,4800.0
30/06/2017 07:57:06,Interest,interest paid,870.0
30/06/2017 07:57:44,Salary,From workplace ,56957.0
29/06/2017 19:49:10,Beauty,Shaving,60.0
29/06/2017 07:48:30,Transportation,Place 2 station to hospital 2 seat,50.0
28/06/2017 22:51:12,Transportation,2 Place 0 to tilaknagar single side,30.0
28/06/2017 22:50:55,Transportation,2 Current Residence to Place 0,30.0
28/06/2017 13:34:41,Food,Chicken lollypop 4 pcs,186.5
28/06/2017 10:19:28,Food,5rs mirchi + crack-jack,15.0
28/06/2017 09:41:39,Family,,1500.0
28/06/2017 09:18:53,maid,House Cleaning + washing utensils,2000.0
27/06/2017 10:04:24,Recurring Deposit,New RD opened for 3 years,1000.0
27/06/2017 10:00:50,Fixed Deposit,New FD opened for 3 years,200000.0
27/06/2017 09:32:15,Health,Cough-sills 4 pcs,12.0
26/06/2017 11:38:42,Food,2 kachori,24.0
26/06/2017 11:38:23,Food,Dahi 2 packets,20.0
26/06/2017 11:38:08,Food,milk 1lit ,64.0
25/06/2017 13:38:59,Transportation,Place 0 to WS return,10.0
24/06/2017 09:11:16,Food,milk 1lit ,64.0
23/06/2017 09:52:10,Food,Shengdane pav kg,35.0
23/06/2017 09:52:10,Other,Credit Card fee,590.0
22/06/2017 23:26:41,Food,milk 1lit ,64.0
22/06/2017 23:05:45,Gift,Forrest essential after shave,1595.0
22/06/2017 23:04:54,Food,Taco Bell veg combo,261.0
22/06/2017 23:03:08,Transportation,2 Place 0 to WS returns,20.0
22/06/2017 23:02:07,Transportation,2 Current Residence to Place 0,30.0
20/06/2017 21:08:28,Gift,Cupcake mould,250.0
19/06/2017 10:19:53,Food,Shev bhaji sev pav kg,60.0
19/06/2017 10:19:53,Food,M D sure 3kg atta,141.0
19/06/2017 10:19:53,Food,Amul malai paneer pav kg,80.0
19/06/2017 10:19:33,Food,Bread,18.0
19/06/2017 10:19:14,Food,milk 1lit ,64.0
18/06/2017 20:01:48,Transportation,H to kala circle,12.0
18/06/2017 20:01:09,Transportation,Kala circle to H,15.0
17/06/2017 10:25:13,Food,milk 1lit ,64.0
16/06/2017 23:18:37,Gift,Jeff kellar's winning attitude,137.0
16/06/2017 19:03:15,Food,milk 1lit ,64.0
15/06/2017 19:01:47,Other,Courier,50.0
15/06/2017 19:01:47,Education,Print outs 3 + Xerox 16 + envelope 10,29.0
13/06/2017 20:06:49,Food,milk 1lit ,64.0
11/6/2017,Beauty,hair cut,100.0
11/6/2017,Food,milk 1lit ,64.0
10/6/2017,Health,Covaxin booster dose,386.0
10/6/2017,Transportation,2 Kushinagar express (LTT to Place 2),501.0
10/6/2017,subscription,TOI,170.0
10/6/2017,Recurring Deposit,,1000.0
10/6/2017,Equity Mutual Fund F,,1000.0
8/6/2017,Transportation,2 Place 0 to Current Residence,30.0
8/6/2017,Transportation,2 Current Residence to Place 0,30.0
8/6/2017,Culture,2 tickets - Cinepolis 4DX 3D,760.0
8/6/2017,Food,Bread,35.0
8/6/2017,Food,milk 1lit ,64.0
8/6/2017,Food,6 pcs,35.0
7/6/2017,Household,Sanjori mould,26.0
7/6/2017,Equity Mutual Fund E,,1000.0
6/6/2017,Education,Print out,3.0
6/6/2017,Food,2 Veg puff,40.0
6/6/2017,Food,milk 1lit ,64.0
5/6/2017,Food,Chicken Biryani 120+ dal rice 60,180.0
5/6/2017,Food,2 Cadbury dairy milk,20.0
5/6/2017,Health,3 Sinarest,18.0
5/6/2017,Health,Sofy antibacterial,190.0
5/6/2017,Family,,2500.0
5/6/2017,Recurring Deposit,,1000.0
5/6/2017,Equity Mutual Fund A,,1000.0
4/6/2017,Food,Pav kg Simla mirch 20 + Hari mirch 5,25.0
4/6/2017,Food,milk 1lit ,64.0
3/6/2017,Food,sugarcane juice,20.0
3/6/2017,Household,Supermart,267.0
3/6/2017,Food,Non veg overloaded pizza,242.95
3/6/2017,subscription,,2700.1
2/6/2017,Food,Vadapav,20.0
2/6/2017,Food,M D sure 3kg atta,141.0
1/6/2017,Food,2 kachori,24.0
1/6/2017,Food,milk 1lit ,65.0
1/6/2017,Saving Bank account 2,,100.0
1/6/2017,Public Provident Fund,,10000.0
1/6/2017,maid,,1000.0
1/6/2017,Money transfer,,10000.0
31/05/2017 20:47:17,Apparel,undergarments pair of Jockey,655.0
31/05/2017 10:25:17,Salary,From workplace ,56970.0
30/05/2017 19:57:58,Food,5 chapati,25.0
30/05/2017 19:57:58,Transportation,2 Place 0 to Current Residence,30.0
30/05/2017 17:04:28,Food,Slice + Pepsi,40.0
30/05/2017 17:04:07,Food,2 veg Frankie,120.0
30/05/2017 17:02:53,Household,Crockery,275.0
30/05/2017 11:35:31,Food,2 tea,34.0
30/05/2017 09:41:31,Transportation,2 Place 0 to Place P return,80.0
30/05/2017 09:41:14,Transportation,2 Current Residence to Place 0,30.0
29/05/2017 09:25:48,Food,Half kg potato + half kg banana,35.0
29/05/2017 09:25:48,Education,Xerox,30.0
29/05/2017 09:25:48,Food,milk 1lit ,64.0
28/05/2017 20:47:33,Household,,996.0
28/05/2017 20:47:18,Food,2 kachori,24.0
28/05/2017 19:39:31,Food,,45.0
28/05/2017 19:39:11,Food,Mango 1 kg,140.0
28/05/2017 19:27:51,Food,,30.0
28/05/2017 19:27:36,Food,,60.0
28/05/2017 19:16:01,Food,Medu vada 1 plate + dal vada 1,70.0
27/05/2017 18:20:47,Food,milk 1lit ,64.0
27/05/2017 13:21:21,Education,Print outs+ Xerox,20.0
27/05/2017 13:21:01,Food,Pav kg tomato,20.0
25/05/2017 08:47:34,Food,Ragda Puri,30.0
25/05/2017 08:47:34,Transportation,Place 0 to Vikhroli single,15.0
24/05/2017 08:46:43,subscription,,261.0
24/05/2017 08:46:43,Food,Samosa pav @ kurla,15.0
24/05/2017 08:46:43,Transportation,Place 0 to Vikhroli return,30.0
24/05/2017 08:46:32,Food,milk 1lit ,64.0
23/05/2017 22:10:00,Food,Gupta bhel,25.0
23/05/2017 22:09:27,Household,Rasna orange,46.0
23/05/2017 22:08:10,Education,White board pen 25 + duster 50,75.0
22/05/2017 17:30:12,Food,M D sure 2kg atta,88.0
22/05/2017 17:29:38,Household,3 pin Holder,50.0
22/05/2017 09:55:12,Food,Coke 750ml,40.0
22/05/2017 09:44:08,Food,sugarcane juice,15.0
22/05/2017,Life Insurance,,11043.0
21/05/2017 15:34:55,Transportation,2 Place 0 to Place 4 return,30.0
21/05/2017 15:33:51,Transportation,2 Current Residence to Place 0,30.0
21/05/2017 15:26:54,Food,3 kg ( 2kg bajari Rs 7 each + 1kg gahu & maka mix Rs.10),24.0
21/05/2017 09:40:52,Transportation,Decathlon to station,20.0
21/05/2017,subscription,Monthly recharge,261.0
18/05/2017 16:11:48,Food,pav bhaji + 5 pav extra,219.0
18/05/2017 16:11:48,Food,,10.0
18/05/2017 16:11:26,Food,,60.0
18/05/2017 16:11:08,Food,Bhai poli,45.0
18/05/2017 11:06:52,Food,Poha,25.0
18/05/2017 11:06:30,Beauty,Shaving,50.0
18/05/2017 11:06:19,Food,milk 1lit ,64.0
18/05/2017 11:06:06,Food,,10.0
17/05/2017 14:12:16,Food,,5.0
17/05/2017 14:12:16,Food,Vanila family pack,99.0
17/05/2017 14:12:16,Food,Full egg fried rice 100 + Manchurian dry 100,210.0
17/05/2017 10:27:35,Food,,10.0
16/05/2017 19:10:09,Food,,10.0
16/05/2017 14:39:07,Beauty,Razor Blade,247.0
16/05/2017 13:22:48,Food,Non veg combo meal,234.0
16/05/2017 13:11:02,Food,,5.0
15/05/2017 20:42:20,subscription,March 210 + April 170,380.0
15/05/2017 19:28:42,Food,Veg cheese grill sandwich,100.0
15/05/2017 19:28:22,Food,Poha 25+ tea 10,35.0
14/05/2017 20:06:03,Household,Shev bhaji sev,50.0
14/05/2017 14:21:59,Food,Non veg overloaded pizza,242.0
13/05/2017 20:51:02,Food,Non veg overloaded pizza,242.0
13/05/2017 18:02:21,Food,,10.0
13/05/2017 18:02:10,Food,4 chapati,20.0
13/05/2017 10:43:50,Food,,5.0
13/05/2017 10:43:17,Food,Medu vada 1 plate,35.0
12/5/2017,Food,,10.0
12/5/2017,Food,4 chapati,20.0
12/5/2017,Food,,10.0
12/5/2017,Family,,5000.0
11/5/2017,Food,Full egg fried rice 100 + chicken lollypop 4 pcs 130,233.0
11/5/2017,subscription,,230.0
11/5/2017,Food,,10.0
11/5/2017,Beauty,Body hair removal cream,318.0
10/5/2017,Education,Courier,100.0
10/5/2017,Education,Xerox,12.0
10/5/2017,Education,2 envelope,24.0
10/5/2017,Food,4 chapati,20.0
10/5/2017,Food,Sweet bread cake 85 + veg puff 2,125.0
10/5/2017,Food,Dudhi 30 + 3 chapati,45.0
10/5/2017,Food,Tea + 2 kachori,34.0
10/5/2017,Recurring Deposit,,1000.0
10/5/2017,Equity Mutual Fund F,,1000.0
9/5/2017,Food,Cornetto butterscotch,40.0
9/5/2017,Food,,10.0
9/5/2017,Food,4 chapati,20.0
9/5/2017,Food,Chana masala 30 + 3 chapati,45.0
8/5/2017,Food,Egg fry + chicken lollypop,191.0
8/5/2017,Food,Poha 25+ tea 10,35.0
7/5/2017,Food,Aloo mutter sabji,30.0
7/5/2017,Food,Chicken manchow soup,98.0
7/5/2017,subscription,No daily limit plan ( 25 GB 30 days),296.0
7/5/2017,Food,Double omlet pav + tea,45.0
7/5/2017,Equity Mutual Fund E,,1000.0
6/5/2017,Food,5 chapati,25.0
6/5/2017,Food,Veg puff,20.0
6/5/2017,Food,,10.0
6/5/2017,Food,Paneer masala + hara bhara kabab 6 pcs,330.0
5/5/2017,Food,Bhendi masala 30 + 3 chapati,45.0
5/5/2017,Food,sugarcane juice,20.0
5/5/2017,Food,Bread,33.0
5/5/2017,Recurring Deposit,,1000.0
5/5/2017,Equity Mutual Fund A,,1000.0
4/5/2017,subscription,No daily limit plan ( 25 GB 30 days),296.0
3/5/2017,Transportation,Place 0 to Current Residence,15.0
3/5/2017,Transportation,40 Place 0 to Place 3 return+ 20 single,60.0
3/5/2017,Transportation,2 Current Residence to Place 0,30.0
3/5/2017,Transportation,Place 0 to Place 6 return,10.0
3/5/2017,Household,Gas stove elica 3 burner,8825.0
3/5/2017,Gift,Decathlon shoes,1811.0
3/5/2017,Transportation,Place 3 to Place 2 sevagram,1100.0
3/5/2017,subscription,,2700.1
2/5/2017,Health,Q-dee strip,40.0
2/5/2017,Apparel,Puma Troy mu running shoes,2421.0
2/5/2017,Food,2 cups,20.0
2/5/2017,Food,milk 1lit ,64.0
1/5/2017,maid,,1000.0
1/5/2017,Food,2 Fried rice,321.0
1/5/2017,Transportation,2 Place 0 to Current Residence,30.0
1/5/2017,Transportation,2 Place 0 to WS single,10.0
1/5/2017,Transportation,2 Current Residence to Place 0,30.0
1/5/2017,Apparel,Shorts for Family,399.0
1/5/2017,Apparel,H&M Tshirt for Family,599.0
1/5/2017,Other,To savings account,100.0
1/5/2017,Food,M D sure 1kg atta,47.0
1/5/2017,Public Provident Fund,,10000.0
1/5/2017,Money transfer,,10000.0
30/04/2017 23:04:01,Food,chocobar,10.0
30/04/2017 21:08:58,Salary,From workplace ,56957.0
30/04/2017 21:03:55,Transportation,2 Place 0 to Current Residence,30.0
30/04/2017 21:03:30,Food,6 bananas,25.0
30/04/2017 21:02:52,Food,Chicken lollypop 8 pcs,221.0
30/04/2017 19:53:16,Food,2 Pani Puri+ 1 samosa chat,110.0
30/04/2017 08:32:12,Food,Chota bread,17.0
30/04/2017 08:31:52,Food,milk 1lit ,64.0
28/04/2017 11:17:49,Food,Cup of butterscotch (20) + chocobar (10),30.0
28/04/2017 11:17:49,subscription,1 month subscription,149.0
27/04/2017 09:35:41,Food,milk 1lit ,64.0
26/04/2017 11:25:09,Gift,farewell contribution,385.0
25/04/2017 10:30:36,Food,2 kachori,24.0
25/04/2017 09:21:54,Transportation,Place 6 station to college,10.0
25/04/2017 09:21:21,Transportation,2 Place 0 to Place 6 return,20.0
25/04/2017 09:21:02,Transportation,2 Current Residence to Place 0,30.0
25/04/2017 09:20:48,Food,milk 1lit ,64.0
24/04/2017 23:51:40,Other,Family's Wristwatch repair,170.0
23/04/2017 23:52:40,Food,Ladyfinger pav kg,15.0
23/04/2017 23:52:40,Food,2 Veg puff,40.0
22/04/2017 09:06:19,Food,sugarcane juice,20.0
22/04/2017 09:06:19,Transportation,Place 0 to Vikhroli return,30.0
22/04/2017 07:26:43,Food,milk 1 lit (64) + paneer (75) + bread (30) + 6 eggs (36),205.0
21/04/2017 20:26:04,Health,Q-dee strip,40.0
21/04/2017,subscription,Monthly recharge,261.0
20/04/2017 20:42:02,Household,Smart point,621.68
20/04/2017 14:03:33,Food,milk 1lit ,64.0
18/04/2017 18:20:51,Food,Raspberry dolly,20.0
18/04/2017 13:19:27,Food,milk 1lit ,64.0
17/04/2017 19:56:53,Food,"The X restaurant, Place 1",1076.0
17/04/2017 19:56:53,Family,H&M clothes,1497.0
16/04/2017 16:30:39,subscription,,192.0
14/04/2017 20:04:31,Family,,5000.0
12/4/2017,Food,8 pcs meduvada + 4 pcs dal vada + sambar + chatni,125.0
10/4/2017,Food,sugarcane juice,20.0
10/4/2017,Recurring Deposit,,1000.0
10/4/2017,Equity Mutual Fund F,,1000.0
7/4/2017,Equity Mutual Fund E,,1000.0
6/4/2017,Transportation,Place 6 to Place 2 - 3Tier AC cancellation charges,213.6
5/4/2017,Recurring Deposit,,1000.0
5/4/2017,Equity Mutual Fund A,,1000.0
4/4/2017,Food,chocobar (25)+ chocolate cup (20),45.0
3/4/2017,Food,1 chicken shawarma,60.0
3/4/2017,subscription,,2700.1
1/4/2017,Food,egg roll,40.0
1/4/2017,Food,Half kg potato,10.0
1/4/2017,Food,Sambar masala (32)+ 2 milkybar,52.0
1/4/2017,Public Provident Fund,,10000.0
1/4/2017,Money transfer,,10000.0
31/03/2017 22:08:00,Salary,From workplace ,56102.0
31/03/2017 21:08:42,Transportation,2 Place 0 to dadar return,60.0
31/03/2017 21:07:22,Transportation,siddhivinayak to shiv sena bhavan,30.0
31/03/2017 21:06:32,Transportation,Dadar West to siddhivinayak,30.0
31/03/2017 21:03:22,Food,( pav bhaji + 2 extra pav + sabudana khichdi + kothimbir vada + masala bhat + piyush ),495.0
31/03/2017 21:02:45,Transportation,Place 4 station to Place 4 plaza,15.0
31/03/2017 21:01:20,Household,Laptop repair (servicing+ 2gb ram upgrade + fan replacement + antivirus),2500.0
31/03/2017 21:00:41,Transportation,Place 0 to Current Residence,15.0
31/03/2017 10:20:31,Transportation,2 Current Residence to Place 0,30.0
30/03/2017 20:15:18,Interest,interest paid,508.0
30/03/2017 20:15:18,Household,,245.0
28/03/2017 11:59:46,Food,Soda water,12.0
27/03/2017 21:25:32,Household,USB cord,260.0
27/03/2017 21:25:08,Food,milk 1lit ,60.0
26/03/2017 19:25:27,Household,Smart,786.0
26/03/2017 13:43:07,Food,milk 1 lit,60.0
25/03/2017 14:50:06,Food,Dahi 2 packets,20.0
25/03/2017 14:50:06,Gpay Reward,reward Gpay,6.0
25/03/2017 14:50:06,Health,Tablet,29.0
25/03/2017 14:50:06,Health,Jel,110.0
25/03/2017 14:49:45,Transportation,Place 2 to Place 1,900.0
25/03/2017 13:41:02,Health,Doctor Fees,150.0
25/03/2017 09:14:09,Food,milk 1 lit,60.0
23/03/2017 22:04:15,Family,,3000.0
23/03/2017 22:03:29,Food,3 sugarcane juice,60.0
23/03/2017 13:49:11,Other,Fifa 21 pc,1499.0
22/03/2017 23:18:47,Transportation,2 Place 0 to Current Residence,20.0
22/03/2017 23:16:53,Transportation,,50.0
22/03/2017 23:14:21,Household,Mattress advance,500.0
22/03/2017 23:11:47,Transportation,within city,33.0
22/03/2017 23:11:47,Transportation,2 Place 6 to Place 7,18.0
22/03/2017 23:10:50,Transportation,2 Place 0 to WS returns,20.0
22/03/2017 23:10:50,Transportation,2 Current Residence to Place 0,30.0
22/03/2017 06:57:25,Transportation,Place 6 to Place 2,600.0
20/03/2017 11:45:21,Household,2 Spike guard,450.0
19/03/2017 13:28:22,subscription,Mobile Service Provider freedom pack,296.0
18/03/2017 09:41:44,Food,2 samosa (32) + 25 Pani Puri,57.0
18/03/2017 09:41:44,Food,,160.0
18/03/2017 09:41:44,Food,Grapes + apple + guava,310.0
16/03/2017 20:40:52,Other,scrap,70.0
16/03/2017 20:39:13,subscription,6 months ( 30mb UL plan + 1 month free),2820.0
15/03/2017 06:17:55,Household,drainage powder,50.0
15/03/2017 06:17:55,Household,2 toast+ 2 parle g + Marie gold,111.0
15/03/2017 06:17:32,Food,2 softy,40.0
14/03/2017 20:20:07,Household,2 bath stool,300.0
13/03/2017 21:47:02,Food,,100.0
13/03/2017 21:46:14,Household,Wall hanging clipboard,400.0
13/03/2017 21:30:25,Beauty,hair cut,100.0
13/03/2017 14:08:00,Household,ceiling fans repair,1600.0
12/3/2017,Transportation,2 Place 0 to Current Residence,30.0
12/3/2017,Food,2 sugarcane juice,40.0
12/3/2017,Food,pav bhaji pav(90) + 4 pav extra(40),130.0
12/3/2017,Culture,2 Batman tickets,440.0
12/3/2017,Transportation,2 Place 0 to Place 4 return,40.0
12/3/2017,Transportation,2 Current Residence to Place 0,30.0
11/3/2017,Transportation,2 Place 0 to Current Residence,30.0
11/3/2017,Transportation,2 Place 0 to WS returns,20.0
11/3/2017,Food,bhel + shev puri,60.0
11/3/2017,Food,1.5 lit milk + 3 cold drink + 1 khari + 1 bread,200.0
10/3/2017,Transportation,2 Place 2 to Place 1,1599.98
10/3/2017,subscription,Mobile Service Provider freedom pack,296.0
10/3/2017,Food,milk 1lit ,62.0
10/3/2017,Food,3 plate kachori,72.0
10/3/2017,Recurring Deposit,,1000.0
10/3/2017,Equity Mutual Fund F,,1000.0
9/3/2017,Food,2 orange juices,100.0
9/3/2017,Food,2 Schwan chutteny + 2 cheese cube + amul butter,100.0
8/3/2017,Food,naturals,150.0
7/3/2017,Food,1 kg apple + grapes 0.5 kg,190.0
7/3/2017,Food,,105.0
7/3/2017,Food,vanilla ice cream cups 2,20.0
7/3/2017,Food,milk 1lit ,62.0
7/3/2017,Equity Mutual Fund E,,1000.0
7/3/2017,subscription,,2700.1
6/3/2017,Food,milk 1lit ,62.0
6/3/2017,Food,2 plate medu vada + 2 pcs dal vada,45.0
5/3/2017,Apparel,footwear repair,10.0
5/3/2017,Household,plastic kharata + brush,140.0
5/3/2017,Food,,949.0
5/3/2017,Transportation,Place 0 to sec 21,30.0
